"loan_id","investor_id","nama_event","created_at"
152,1618,"investor_view_loan",2019-08-13 14:29:32
152,1618,"investor_order_loan",2019-08-13 14:29:49
152,1618,"investor_pay_loan",2019-08-13 15:03:21
317,3106,"investor_view_loan",2019-08-25 12:22:24
317,3106,"investor_order_loan",2019-08-25 12:23:12
317,3106,"investor_pay_loan",2019-08-25 12:56:43
2966,5976,"investor_view_loan",2020-03-11 21:53:50
2966,5976,"investor_order_loan",2020-03-11 21:54:27
2966,5976,"investor_pay_loan",2020-03-11 22:09:22
2330,1241,"investor_view_loan",2020-02-14 17:52:18
2330,1241,"investor_order_loan",2020-02-14 17:53:40
2330,1241,"investor_pay_loan",2020-02-14 17:55:28
1483,7335,"investor_view_loan",2019-12-12 11:33:40
1483,7335,"investor_order_loan",2019-12-12 11:34:13
1483,7335,"investor_pay_loan",2019-12-12 11:46:59
32,989,"investor_view_loan",2019-07-23 13:01:25
32,989,"investor_order_loan",2019-07-23 13:11:43
32,989,"investor_pay_loan",2019-07-23 13:22:31
1645,5107,"investor_view_loan",2019-12-23 12:16:06
1645,5107,"investor_order_loan",2019-12-23 12:19:04
1645,5107,"investor_pay_loan",2019-12-23 12:30:52
1373,7865,"investor_view_loan",2019-12-03 15:04:41
1373,7865,"investor_order_loan",2019-12-03 15:05:41
1373,7865,"investor_pay_loan",2019-12-03 15:55:57
2683,11324,"investor_view_loan",2020-03-02 17:20:33
2683,11324,"investor_order_loan",2020-03-02 17:22:09
2683,11324,"investor_pay_loan",2020-03-02 17:42:43
2570,9637,"investor_view_loan",2020-02-20 04:24:51
2570,9637,"investor_order_loan",2020-02-20 04:25:35
2570,9637,"investor_pay_loan",2020-02-20 04:35:43
46,1427,"investor_view_loan",2019-07-25 09:49:01
46,1427,"investor_order_loan",2019-07-25 09:49:49
46,1427,"investor_pay_loan",2019-07-25 11:21:07
467,3087,"investor_view_loan",2019-09-13 11:27:12
467,3087,"investor_order_loan",2019-09-13 11:27:31
467,3087,"investor_pay_loan",2019-09-13 11:29:21
1063,3982,"investor_view_loan",2019-11-08 09:47:44
1063,3982,"investor_order_loan",2019-11-08 09:53:59
1063,3982,"investor_pay_loan",2019-11-08 10:03:31
134,2384,"investor_view_loan",2019-08-12 16:44:33
134,2384,"investor_order_loan",2019-08-12 16:44:38
3546,16473,"investor_view_loan",2020-04-23 23:32:53
2115,4914,"investor_view_loan",2020-02-03 06:06:39
2115,4914,"investor_order_loan",2020-02-03 06:07:14
2115,4914,"investor_pay_loan",2020-02-03 06:27:14
127,1809,"investor_view_loan",2019-08-07 12:01:16
127,1809,"investor_view_loan",2019-08-07 13:39:45
127,1809,"investor_order_loan",2019-08-07 13:41:08
127,1809,"investor_pay_loan",2019-08-07 13:51:47
3380,14046,"investor_view_loan",2020-04-08 15:55:18
3380,14046,"investor_order_loan",2020-04-08 16:03:16
3380,14046,"investor_pay_loan",2020-04-08 16:41:50
357,1809,"investor_view_loan",2019-09-02 14:16:36
357,1809,"investor_order_loan",2019-09-02 14:17:11
357,1809,"investor_pay_loan",2019-09-02 14:19:59
336,3228,"investor_view_loan",2019-08-28 15:12:00
336,3228,"investor_view_loan",2019-08-28 15:28:23
336,3228,"investor_order_loan",2019-08-28 15:28:54
336,3228,"investor_pay_loan",2019-08-28 15:39:43
128,2315,"investor_view_loan",2019-08-07 19:03:29
128,2315,"investor_view_loan",2019-08-07 19:35:39
128,2315,"investor_order_loan",2019-08-07 19:36:43
128,2315,"investor_pay_loan",2019-08-07 20:48:58
1087,5658,"investor_view_loan",2019-11-08 15:02:49
1087,5658,"investor_order_loan",2019-11-08 15:07:14
1087,5658,"investor_pay_loan",2019-11-08 15:12:05
124,1809,"investor_view_loan",2019-08-07 14:13:08
124,1809,"investor_order_loan",2019-08-07 14:13:50
124,1809,"investor_pay_loan",2019-08-07 18:36:53
1407,1056,"investor_view_loan",2019-11-30 13:50:29
1407,1056,"investor_order_loan",2019-11-30 14:05:11
1407,1056,"investor_pay_loan",2019-11-30 14:29:49
2279,5627,"investor_view_loan",2020-02-18 11:55:51
2279,5627,"investor_order_loan",2020-02-18 11:56:04
2279,5627,"investor_pay_loan",2020-02-18 11:58:00
131,2750,"investor_view_loan",2019-08-12 12:07:45
131,2750,"investor_order_loan",2019-08-12 12:11:08
131,2750,"investor_pay_loan",2019-08-12 13:23:44
3321,4893,"investor_view_loan",2020-04-07 14:35:34
3321,4893,"investor_view_loan",2020-04-07 15:14:01
3321,4893,"investor_order_loan",2020-04-07 16:07:43
3321,4893,"investor_pay_loan",2020-04-07 16:21:46
1711,7562,"investor_view_loan",2019-12-23 19:33:47
2976,12246,"investor_view_loan",2020-03-15 16:10:27
2976,12246,"investor_order_loan",2020-03-15 16:21:39
2976,12246,"investor_pay_loan",2020-03-15 18:25:02
204,1809,"investor_view_loan",2019-08-16 13:44:56
204,1809,"investor_order_loan",2019-08-16 13:46:26
204,1809,"investor_pay_loan",2019-08-16 13:57:52
3659,7945,"investor_view_loan",2020-05-06 19:12:48
208,1809,"investor_view_loan",2019-08-14 17:51:05
208,1809,"investor_order_loan",2019-08-14 17:52:03
208,1809,"investor_pay_loan",2019-08-14 18:05:10
2076,757,"investor_view_loan",2020-01-30 12:34:57
2076,757,"investor_order_loan",2020-01-30 12:48:43
2076,757,"investor_pay_loan",2020-01-30 12:52:20
1241,7335,"investor_view_loan",2019-11-17 17:24:41
1241,7335,"investor_order_loan",2019-11-17 17:25:17
1241,7335,"investor_pay_loan",2019-11-17 17:27:44
359,2231,"investor_view_loan",2019-08-31 07:53:57
359,2231,"investor_order_loan",2019-08-31 07:55:33
359,2231,"investor_pay_loan",2019-08-31 10:43:19
2521,2914,"investor_view_loan",2020-02-18 11:43:31
2521,2914,"investor_order_loan",2020-02-18 11:47:02
2521,2914,"investor_pay_loan",2020-02-18 11:49:00
2741,5151,"investor_view_loan",2020-02-26 16:18:56
2741,5151,"investor_order_loan",2020-02-26 16:19:34
2741,5151,"investor_pay_loan",2020-02-26 18:12:52
3259,4176,"investor_view_loan",2020-03-18 12:48:26
3259,4176,"investor_order_loan",2020-03-18 12:49:32
3259,4176,"investor_pay_loan",2020-03-18 13:42:20
1761,9439,"investor_view_loan",2019-12-31 09:14:35
1761,9439,"investor_view_loan",2019-12-31 09:45:49
1761,9439,"investor_order_loan",2019-12-31 09:49:02
1761,9439,"investor_pay_loan",2019-12-31 10:07:00
2399,9750,"investor_view_loan",2020-02-18 11:27:38
2399,9750,"investor_order_loan",2020-02-18 11:32:32
2399,9750,"investor_pay_loan",2020-02-18 11:59:04
604,4176,"investor_view_loan",2019-10-03 18:23:34
604,4176,"investor_order_loan",2019-10-03 18:35:06
604,4176,"investor_pay_loan",2019-10-03 18:48:28
2368,7947,"investor_view_loan",2020-02-14 12:06:37
2368,7947,"investor_order_loan",2020-02-14 12:12:48
2368,7947,"investor_pay_loan",2020-02-14 12:18:33
1378,5658,"investor_view_loan",2019-11-29 12:02:31
1378,5658,"investor_order_loan",2019-11-29 12:04:58
1378,5658,"investor_pay_loan",2019-11-29 12:20:04
1637,5107,"investor_view_loan",2019-12-23 12:03:30
1637,5107,"investor_order_loan",2019-12-23 12:19:04
1637,5107,"investor_pay_loan",2019-12-23 12:30:52
3415,13792,"investor_view_loan",2020-03-26 17:54:57
3415,13792,"investor_order_loan",2020-03-26 17:56:10
3415,13792,"investor_pay_loan",2020-03-26 18:11:13
746,6201,"investor_view_loan",2019-10-21 15:08:15
746,6201,"investor_order_loan",2019-10-21 15:08:30
746,6201,"investor_pay_loan",2019-10-21 15:24:55
917,619,"investor_view_loan",2019-11-04 22:19:07
917,619,"investor_order_loan",2019-11-04 22:19:19
917,619,"investor_pay_loan",2019-11-04 23:38:32
371,1809,"investor_view_loan",2019-09-04 15:47:02
371,1809,"investor_order_loan",2019-09-04 15:47:39
371,1809,"investor_pay_loan",2019-09-04 16:17:12
1414,1809,"investor_view_loan",2019-12-04 15:03:15
1414,1809,"investor_order_loan",2019-12-04 15:05:06
1414,1809,"investor_pay_loan",2019-12-04 17:13:25
1444,3076,"investor_view_loan",2019-12-10 17:10:37
1444,3076,"investor_order_loan",2019-12-10 17:10:58
1444,3076,"investor_pay_loan",2019-12-10 18:03:51
3152,2947,"investor_view_loan",2020-03-16 09:57:56
3152,2947,"investor_order_loan",2020-03-16 09:58:12
3152,2947,"investor_pay_loan",2020-03-16 10:36:41
3112,11748,"investor_view_loan",2020-03-16 17:43:17
3112,11748,"investor_order_loan",2020-03-16 17:45:06
3112,11748,"investor_pay_loan",2020-03-16 18:34:37
420,1809,"investor_view_loan",2019-09-10 18:10:21
420,1809,"investor_order_loan",2019-09-10 18:11:11
420,1809,"investor_pay_loan",2019-09-10 21:41:08
1728,1490,"investor_view_loan",2019-12-24 14:46:56
1728,1490,"investor_order_loan",2019-12-24 14:47:40
1728,1490,"investor_pay_loan",2019-12-24 14:49:17
43,245,"investor_view_loan",2019-07-24 13:34:13
43,245,"investor_order_loan",2019-07-24 13:51:38
43,245,"investor_pay_loan",2019-07-24 14:10:48
2149,5976,"investor_view_loan",2020-02-07 12:17:48
2149,5976,"investor_order_loan",2020-02-07 12:18:01
2149,5976,"investor_pay_loan",2020-02-07 12:19:43
1387,5929,"investor_view_loan",2019-11-28 12:05:22
1387,5929,"investor_order_loan",2019-11-28 12:06:48
1387,5929,"investor_pay_loan",2019-11-28 12:47:02
17,247,"investor_view_loan",2019-07-11 11:19:40
17,247,"investor_order_loan",2019-07-11 11:27:32
17,247,"investor_pay_loan",2019-07-11 13:15:43
2675,7304,"investor_view_loan",2020-02-21 16:09:16
2675,7304,"investor_order_loan",2020-02-21 16:09:46
2675,7304,"investor_pay_loan",2020-02-21 17:33:07
1487,278,"investor_view_loan",2019-12-11 15:16:24
1487,278,"investor_order_loan",2019-12-11 15:16:40
1487,278,"investor_pay_loan",2019-12-11 16:54:27
2620,6716,"investor_view_loan",2020-02-19 16:37:41
2620,6716,"investor_order_loan",2020-02-19 16:38:02
2620,6716,"investor_pay_loan",2020-02-19 16:48:40
681,1809,"investor_view_loan",2019-10-15 19:51:39
681,1809,"investor_order_loan",2019-10-15 19:54:14
681,1809,"investor_pay_loan",2019-10-15 20:38:19
1399,5658,"investor_view_loan",2019-12-03 09:51:31
1399,5658,"investor_order_loan",2019-12-03 10:02:17
1399,5658,"investor_pay_loan",2019-12-03 13:51:28
1317,5832,"investor_view_loan",2019-11-26 13:32:18
1317,5832,"investor_order_loan",2019-11-26 13:33:15
1317,5832,"investor_pay_loan",2019-11-26 13:37:33
3612,6706,"investor_view_loan",2020-04-28 12:36:16
3612,6706,"investor_order_loan",2020-04-28 12:41:55
3612,6706,"investor_pay_loan",2020-04-28 13:32:17
90,1767,"investor_view_loan",2019-08-03 11:01:32
90,1767,"investor_order_loan",2019-08-03 11:07:54
90,1767,"investor_pay_loan",2019-08-03 11:55:01
2196,278,"investor_view_loan",2020-02-10 20:06:28
2196,278,"investor_order_loan",2020-02-10 20:06:48
2196,278,"investor_pay_loan",2020-02-10 20:13:56
3606,12798,"investor_view_loan",2020-04-24 06:49:19
3606,12798,"investor_order_loan",2020-04-24 06:50:09
3606,12798,"investor_pay_loan",2020-04-24 09:59:39
587,3501,"investor_view_loan",2019-10-03 13:57:19
587,3501,"investor_order_loan",2019-10-03 13:59:19
587,3501,"investor_pay_loan",2019-10-03 14:02:58
1599,3228,"investor_view_loan",2019-12-19 11:30:58
1359,5259,"investor_view_loan",2019-11-25 15:59:34
1359,5259,"investor_order_loan",2019-11-25 16:00:19
1359,5259,"investor_pay_loan",2019-11-25 17:44:02
2574,11481,"investor_view_loan",2020-02-20 18:03:36
2574,11481,"investor_view_loan",2020-02-20 18:42:10
435,1809,"investor_view_loan",2019-09-14 11:43:12
435,1809,"investor_order_loan",2019-09-14 11:43:49
435,1809,"investor_pay_loan",2019-09-14 11:47:57
3474,16843,"investor_view_loan",2020-04-28 12:45:30
514,1809,"investor_view_loan",2019-09-21 21:00:21
514,1809,"investor_order_loan",2019-09-21 21:00:46
514,1809,"investor_pay_loan",2019-09-22 02:16:34
914,4829,"investor_view_loan",2019-11-06 14:54:25
914,4829,"investor_order_loan",2019-11-06 14:55:18
914,4829,"investor_pay_loan",2019-11-06 15:22:32
496,1809,"investor_view_loan",2019-09-18 15:33:04
496,1809,"investor_order_loan",2019-09-18 15:33:25
496,1809,"investor_pay_loan",2019-09-18 18:04:49
1162,619,"investor_view_loan",2019-11-12 19:47:52
1162,619,"investor_order_loan",2019-11-12 19:48:25
1162,619,"investor_pay_loan",2019-11-12 20:02:33
2037,9132,"investor_view_loan",2020-01-27 13:05:37
2037,9132,"investor_order_loan",2020-01-27 13:14:15
2037,9132,"investor_pay_loan",2020-01-27 13:29:27
1149,6461,"investor_view_loan",2019-11-13 14:52:01
1149,6461,"investor_order_loan",2019-11-13 14:56:21
1149,6461,"investor_pay_loan",2019-11-13 15:04:06
1918,9515,"investor_view_loan",2020-01-24 15:11:56
1918,9515,"investor_order_loan",2020-01-24 15:19:39
1918,9515,"investor_pay_loan",2020-01-24 15:39:07
1607,9283,"investor_view_loan",2019-12-24 18:29:39
1607,9283,"investor_view_loan",2019-12-24 18:37:56
1607,9283,"investor_order_loan",2019-12-24 18:51:43
1607,9283,"investor_pay_loan",2019-12-24 21:55:51
3312,9344,"investor_view_loan",2020-03-20 19:47:32
3312,9344,"investor_order_loan",2020-03-20 19:47:46
3312,9344,"investor_pay_loan",2020-03-20 21:09:47
866,7015,"investor_view_loan",2019-11-05 15:56:43
613,1809,"investor_view_loan",2019-10-09 09:54:40
613,1809,"investor_order_loan",2019-10-09 09:55:49
613,1809,"investor_pay_loan",2019-10-09 14:15:22
1205,7278,"investor_view_loan",2019-11-14 13:49:40
1205,7278,"investor_order_loan",2019-11-14 13:55:13
1205,7278,"investor_pay_loan",2019-11-14 13:57:13
3306,9938,"investor_view_loan",2020-03-19 17:47:57
3306,9938,"investor_order_loan",2020-03-19 17:49:54
3306,9938,"investor_pay_loan",2020-03-19 18:06:56
2835,12333,"investor_view_loan",2020-03-09 14:03:01
882,3124,"investor_view_loan",2019-11-05 13:39:39
882,3124,"investor_order_loan",2019-11-05 13:40:50
882,3124,"investor_pay_loan",2019-11-05 13:44:16
2209,9091,"investor_view_loan",2020-02-18 11:08:41
2209,9091,"investor_order_loan",2020-02-18 11:09:32
2209,9091,"investor_pay_loan",2020-02-18 14:54:51
790,1809,"investor_view_loan",2019-10-26 21:17:56
790,1809,"investor_order_loan",2019-10-26 21:19:11
790,1809,"investor_pay_loan",2019-10-26 21:23:52
1266,7372,"investor_view_loan",2019-11-20 08:49:12
1266,7372,"investor_order_loan",2019-11-20 08:49:24
1266,7372,"investor_pay_loan",2019-11-20 10:38:15
193,2384,"investor_view_loan",2019-08-14 10:46:14
193,2384,"investor_order_loan",2019-08-14 10:46:19
193,2384,"investor_pay_loan",2019-08-14 11:08:51
1218,1809,"investor_view_loan",2019-11-16 12:15:04
1218,1809,"investor_order_loan",2019-11-16 12:17:06
1218,1809,"investor_pay_loan",2019-11-16 12:21:17
2973,11752,"investor_view_loan",2020-03-10 12:55:27
2973,11752,"investor_order_loan",2020-03-10 12:56:04
2973,11752,"investor_pay_loan",2020-03-10 14:35:19
2660,11435,"investor_view_loan",2020-02-20 20:53:06
1218,6892,"investor_view_loan",2019-11-16 11:16:50
1357,3992,"investor_view_loan",2019-11-25 13:44:30
1357,3992,"investor_order_loan",2019-11-25 13:45:13
1357,3992,"investor_pay_loan",2019-11-25 17:28:38
912,4420,"investor_view_loan",2019-11-06 08:48:30
3499,245,"investor_view_loan",2020-04-29 15:06:30
2298,9104,"investor_view_loan",2020-02-14 15:25:08
2298,9104,"investor_order_loan",2020-02-14 15:25:26
2298,9104,"investor_pay_loan",2020-02-14 15:27:08
798,1809,"investor_view_loan",2019-10-24 18:07:09
798,1809,"investor_order_loan",2019-10-24 18:07:44
798,1809,"investor_pay_loan",2019-10-24 18:14:04
1633,5107,"investor_view_loan",2019-12-23 12:17:04
1633,5107,"investor_order_loan",2019-12-23 12:19:04
1633,5107,"investor_pay_loan",2019-12-23 12:30:52
1307,1809,"investor_view_loan",2019-11-22 12:24:30
1307,1809,"investor_order_loan",2019-11-22 12:25:40
1307,1809,"investor_pay_loan",2019-11-22 12:58:53
348,3453,"investor_view_loan",2019-08-30 13:37:27
348,3453,"investor_order_loan",2019-08-30 13:39:21
348,3453,"investor_pay_loan",2019-08-30 13:50:17
1384,1809,"investor_view_loan",2019-11-29 13:10:17
1384,1809,"investor_order_loan",2019-11-29 13:21:41
1384,1809,"investor_pay_loan",2019-11-29 13:29:09
1532,1809,"investor_view_loan",2019-12-12 14:24:06
1532,1809,"investor_order_loan",2019-12-12 14:25:20
1532,1809,"investor_pay_loan",2019-12-12 15:08:00
3635,17757,"investor_view_loan",2020-05-27 01:43:20
1470,1809,"investor_view_loan",2019-12-17 12:36:52
1470,1809,"investor_order_loan",2019-12-17 12:37:13
1470,1809,"investor_pay_loan",2019-12-17 13:14:08
2060,9132,"investor_view_loan",2020-01-27 13:07:06
2060,9132,"investor_order_loan",2020-01-27 13:14:15
2060,9132,"investor_pay_loan",2020-01-27 13:29:27
743,5107,"investor_view_loan",2019-10-18 14:56:56
743,5107,"investor_order_loan",2019-10-18 15:01:34
743,5107,"investor_pay_loan",2019-10-18 16:57:12
365,3595,"investor_view_loan",2019-09-03 13:27:03
365,3595,"investor_order_loan",2019-09-03 13:28:21
1030,5658,"investor_view_loan",2019-11-07 13:09:57
1030,5658,"investor_view_loan",2019-11-07 13:38:57
1030,5658,"investor_order_loan",2019-11-07 13:40:52
1030,5658,"investor_pay_loan",2019-11-07 14:04:37
1622,2476,"investor_view_loan",2019-12-23 17:20:00
1622,2476,"investor_order_loan",2019-12-23 17:20:40
1622,2476,"investor_pay_loan",2019-12-23 19:26:12
482,3206,"investor_view_loan",2019-09-15 10:30:32
482,3206,"investor_order_loan",2019-09-15 10:32:55
482,3206,"investor_pay_loan",2019-09-15 11:07:43
1745,2914,"investor_view_loan",2019-12-30 20:53:00
1745,2914,"investor_order_loan",2019-12-30 20:55:40
1745,2914,"investor_pay_loan",2019-12-30 23:18:52
2383,1490,"investor_view_loan",2020-02-17 16:26:40
2383,1490,"investor_order_loan",2020-02-17 16:26:49
2383,1490,"investor_pay_loan",2020-02-17 16:33:01
2413,9459,"investor_view_loan",2020-02-17 12:36:52
3207,5976,"investor_view_loan",2020-03-17 15:34:35
3207,5976,"investor_order_loan",2020-03-17 15:36:43
3207,5976,"investor_pay_loan",2020-03-17 17:13:03
2281,487,"investor_view_loan",2020-02-18 11:55:28
2281,487,"investor_order_loan",2020-02-18 11:56:49
2281,487,"investor_pay_loan",2020-02-18 12:03:00
2168,7947,"investor_view_loan",2020-02-04 17:04:12
2704,1809,"investor_view_loan",2020-02-25 15:38:19
2704,1809,"investor_order_loan",2020-02-25 15:39:12
2704,1809,"investor_pay_loan",2020-02-25 19:31:29
2400,1809,"investor_view_loan",2020-02-17 13:15:18
2400,1809,"investor_order_loan",2020-02-17 13:16:10
2400,1809,"investor_pay_loan",2020-02-17 13:18:18
1866,5787,"investor_view_loan",2020-01-17 12:03:24
1428,4734,"investor_view_loan",2019-12-10 17:05:10
1428,4734,"investor_order_loan",2019-12-10 17:08:25
1428,4734,"investor_pay_loan",2019-12-10 18:03:43
826,5852,"investor_view_loan",2019-10-29 17:05:02
826,5852,"investor_order_loan",2019-10-29 17:06:01
826,5852,"investor_pay_loan",2019-10-29 19:23:34
1453,6350,"investor_view_loan",2019-12-09 18:43:49
1453,6350,"investor_order_loan",2019-12-09 18:48:43
1453,6350,"investor_pay_loan",2019-12-09 18:52:14
3049,1809,"investor_view_loan",2020-03-11 20:20:04
3049,1809,"investor_order_loan",2020-03-11 20:20:35
3049,1809,"investor_pay_loan",2020-03-11 21:29:15
3192,1809,"investor_view_loan",2020-03-16 14:03:54
3192,1809,"investor_order_loan",2020-03-16 14:04:58
3192,1809,"investor_pay_loan",2020-03-16 14:48:32
894,6875,"investor_view_loan",2019-11-02 22:55:17
894,6875,"investor_order_loan",2019-11-02 22:55:58
894,6875,"investor_pay_loan",2019-11-02 22:58:03
2625,9968,"investor_view_loan",2020-02-20 05:50:35
2625,9968,"investor_order_loan",2020-02-20 06:02:12
2625,9968,"investor_pay_loan",2020-02-20 06:04:12
1135,1241,"investor_view_loan",2019-11-12 22:01:39
1135,1241,"investor_order_loan",2019-11-12 22:02:29
1135,1241,"investor_pay_loan",2019-11-12 22:08:39
1876,5151,"investor_view_loan",2020-01-22 13:08:51
1876,5151,"investor_order_loan",2020-01-22 13:09:07
1876,5151,"investor_pay_loan",2020-01-22 13:10:48
2054,1809,"investor_view_loan",2020-01-27 14:25:32
2054,1809,"investor_order_loan",2020-01-27 14:25:50
2054,1809,"investor_pay_loan",2020-01-27 14:28:49
2841,11530,"investor_view_loan",2020-03-03 14:17:57
3243,1809,"investor_view_loan",2020-03-19 16:59:06
3243,1809,"investor_order_loan",2020-03-19 16:59:27
3243,1809,"investor_pay_loan",2020-03-19 20:23:36
1287,1809,"investor_view_loan",2019-11-20 19:24:22
1287,1809,"investor_order_loan",2019-11-20 19:25:30
1287,1809,"investor_pay_loan",2019-11-20 20:37:54
1823,1241,"investor_view_loan",2020-01-10 08:39:43
1823,1241,"investor_order_loan",2020-01-10 08:42:31
1823,1241,"investor_pay_loan",2020-01-10 08:45:12
3592,8363,"investor_view_loan",2020-04-29 14:30:45
3592,8363,"investor_order_loan",2020-04-29 14:33:51
3592,8363,"investor_pay_loan",2020-04-29 14:40:26
3312,12461,"investor_view_loan",2020-03-20 19:35:41
215,2126,"investor_view_loan",2019-08-22 15:49:12
215,2126,"investor_order_loan",2019-08-22 15:50:59
215,2126,"investor_pay_loan",2019-08-22 15:53:00
1105,5617,"investor_view_loan",2019-11-12 11:30:16
1105,5617,"investor_order_loan",2019-11-12 11:32:26
1105,5617,"investor_pay_loan",2019-11-12 13:19:32
539,5028,"investor_view_loan",2019-09-26 19:11:47
539,5028,"investor_order_loan",2019-09-26 19:18:19
1047,5629,"investor_view_loan",2019-11-08 17:47:49
1047,5629,"investor_order_loan",2019-11-08 17:50:22
1047,5629,"investor_pay_loan",2019-11-08 20:29:07
2360,3992,"investor_view_loan",2020-02-13 10:48:20
2360,3992,"investor_order_loan",2020-02-13 10:48:48
2360,3992,"investor_pay_loan",2020-02-13 10:51:28
1925,6190,"investor_view_loan",2020-01-25 08:07:15
1925,6190,"investor_order_loan",2020-01-25 08:07:55
1925,6190,"investor_pay_loan",2020-01-25 08:10:22
2699,11752,"investor_view_loan",2020-02-25 16:32:45
2699,11752,"investor_order_loan",2020-02-25 16:33:45
2699,11752,"investor_pay_loan",2020-02-25 19:31:55
1591,6716,"investor_view_loan",2019-12-23 10:09:05
1591,6716,"investor_order_loan",2019-12-23 10:09:21
1591,6716,"investor_pay_loan",2019-12-23 12:25:13
242,2126,"investor_view_loan",2019-08-23 19:47:17
242,2126,"investor_order_loan",2019-08-23 19:49:38
242,2126,"investor_pay_loan",2019-08-23 19:51:49
3639,17621,"investor_view_loan",2020-05-25 08:20:24
86,2126,"investor_view_loan",2019-08-03 18:39:39
86,2126,"investor_order_loan",2019-08-03 18:45:24
86,2126,"investor_pay_loan",2019-08-03 19:33:29
889,1767,"investor_view_loan",2019-11-04 22:07:36
889,1767,"investor_order_loan",2019-11-04 22:08:05
